dataset,split,class,media_type,extension,relative_path,note
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_1362-2-_jpg.rf.4f91467c7e9c43123f861031928d553e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_1407_jpg.rf.55ce73768045a15d43c18945b3d5de7e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_1454-2-_jpg.rf.c47461e1ff4eb2942e9b99000f9d40c9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_1519_jpg.rf.fe36623873b249ef37f9de552a8cec8d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_1539_jpg.rf.544ebc5e8dd33b5b7ad32677fefc8ac7.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_1554_jpg.rf.2240a89cf70d38e91fdf659db58159ff.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_1662_jpg.rf.d0a9fbf24f5ba27d656c2cfad5ae90f0.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_1734_jpg.rf.549cd5c8b99664823f3f907e9337e318.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_1754_jpg.rf.3f25ddf187490dc64c3eb766cf288251.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_2105_jpg.rf.a5ea5916ff57d22d7d9fdd636b5b713b.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_2403_jpg.rf.9d0b26acceebaee83bd510c1b83fdb74.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_2427_jpg.rf.edd103bda9117aca3d54c25fb557eae5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_2469_jpg.rf.efc8ca8b6b7fd9eeb806f862bdc1e1aa.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_2549_jpg.rf.7442d889bc2004801bc886295ac2c80d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_2784_jpg.rf.2f5597b98007d1c1c46148fc9c4a0a9c.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_2848_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3025_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3452.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3675.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3776.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3777.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3781.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3793.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3794-2-_jpg.rf.1201381011d0f50e48f2986ddf012d71.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3797.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3809.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3809_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3818_jpg.rf.9b0ef34b32d19d77b2c79a165a8aa946.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3821.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3825.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3837.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3841.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3849.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3861.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3877.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3897.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3905.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3906_jpg.rf.f07760fbff643ae275cef7bfd0f1f512.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3917.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3921.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3930_jpg.rf.e17d24c1d609645ad3b1beb0a7c91de0.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3937.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3937_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3953.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3953_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3954_jpg.rf.18b68a57d89fb193f490a9fe7fd2fcc6.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3973.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3993.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_3993_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4001.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4013.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4017.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4025.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4033.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4045.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4061.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4061_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4073.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4085.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4085_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4109.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4121.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4137.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4145.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4149.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4161.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4161_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4173.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4173_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4185.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4197.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4197_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4209.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4217.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4229.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4241.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4253.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4265.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4277.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4292.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4300.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4325.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4337.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4413.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4424.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4433.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4439.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4440.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4468.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4472.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4472_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4557.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4560.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4561.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4568.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4569.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4570.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4580.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4582.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4584.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4585.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4601.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4617.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4621.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4628.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4632.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4647.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4648.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4649.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4667.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4674.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4681.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4693.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4693_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4700.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4704.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4707.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4709.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4712.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4716.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4721.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4724.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4724_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4728.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4740.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4741.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4749.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4756.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4760.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4764_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4772.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4780.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4780_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4791.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4792.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4800.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Test,B,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Test\B\frame_4801.jpg,
